Sample in Buffer,Sample in Window,TRIGGER,dbg_pc[14:0],dbg_rstn,dbg_uart_addr,dbg_uart_tx_pre,dbg_uart_tx_valid,trap_trigger,reg_dec_pc[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
2883,2883,0,00a8,1,0,1,0,0,000000a0
2884,2884,0,00ac,1,0,1,0,0,000000a4
2885,2885,0,00ac,1,0,1,0,0,000000a4
2886,2886,0,00ac,1,0,1,0,0,000000a4
2887,2887,0,00b0,1,0,1,0,0,000000a8
2888,2888,0,00b4,1,0,1,0,0,000000ac
2889,2889,0,0054,1,0,1,0,0,000000ac
2890,2890,0,0058,1,0,1,0,0,00000000
2891,2891,0,005c,1,0,1,0,0,00000054
2892,2892,0,0068,1,0,1,0,0,00000054
2893,2893,0,006c,1,0,1,0,0,00000000
2894,2894,0,0070,1,0,1,0,0,00000068
2895,2895,0,0070,1,0,1,0,0,00000068
2896,2896,0,0070,1,0,1,0,0,00000068
2897,2897,0,0074,1,0,1,0,0,0000006c
2898,2898,0,0078,1,0,1,0,0,00000070
2899,2899,0,007c,1,0,1,0,0,00000074
2900,2900,0,0080,1,0,1,0,0,00000078
2901,2901,0,0084,1,0,1,0,0,0000007c
2902,2902,0,0088,1,0,1,0,0,00000080
2903,2903,0,008c,1,0,1,0,0,00000084
2904,2904,0,0090,1,0,1,0,0,00000088
2905,2905,0,0090,1,0,1,0,0,00000088
2906,2906,0,0090,1,0,1,0,0,00000088
2907,2907,0,0094,1,0,1,0,0,0000008c
2908,2908,0,0094,1,0,1,0,0,0000008c
2909,2909,0,0098,1,0,1,0,0,00000090
2910,2910,0,009c,1,0,1,0,0,00000094
2911,2911,0,00a0,1,0,1,0,0,00000098
2912,2912,0,00a4,1,0,1,0,0,0000009c
2913,2913,0,00a8,1,0,1,0,0,000000a0
2914,2914,0,00ac,1,0,1,0,0,000000a4
2915,2915,0,00ac,1,0,1,0,0,000000a4
2916,2916,0,00ac,1,0,1,0,0,000000a4
2917,2917,0,00b0,1,0,1,0,0,000000a8
2918,2918,0,00b4,1,0,1,0,0,000000ac
2919,2919,0,0054,1,0,1,0,0,000000ac
2920,2920,0,0058,1,0,1,0,0,00000000
2921,2921,0,005c,1,0,1,0,0,00000054
2922,2922,0,0068,1,0,1,0,0,00000054
2923,2923,0,006c,1,0,1,0,0,00000000
2924,2924,0,0070,1,0,1,0,0,00000068
2925,2925,0,0070,1,0,1,0,0,00000068
2926,2926,0,0070,1,0,1,0,0,00000068
2927,2927,0,0074,1,0,1,0,0,0000006c
2928,2928,0,0078,1,0,1,0,0,00000070
2929,2929,0,007c,1,0,1,0,0,00000074
2930,2930,0,0080,1,0,1,0,0,00000078
2931,2931,0,0084,1,0,1,0,0,0000007c
2932,2932,0,0088,1,0,1,0,0,00000080
2933,2933,0,008c,1,0,1,0,0,00000084
2934,2934,0,0090,1,0,1,0,0,00000088
2935,2935,0,0090,1,0,1,0,0,00000088
2936,2936,0,0090,1,0,1,0,0,00000088
2937,2937,0,0094,1,0,1,0,0,0000008c
2938,2938,0,0094,1,0,1,0,0,0000008c
2939,2939,0,0098,1,0,1,0,0,00000090
2940,2940,0,009c,1,0,1,0,0,00000094
2941,2941,0,00a0,1,0,1,0,0,00000098
2942,2942,0,00a4,1,0,1,0,0,0000009c
2943,2943,0,00a8,1,0,1,0,0,000000a0
2944,2944,0,00ac,1,0,1,0,0,000000a4
2945,2945,0,00ac,1,0,1,0,0,000000a4
2946,2946,0,00ac,1,0,1,0,0,000000a4
2947,2947,0,00b0,1,0,1,0,0,000000a8
2948,2948,0,00b4,1,0,1,0,0,000000ac
2949,2949,0,0054,1,0,1,0,0,000000ac
2950,2950,0,0058,1,0,1,0,0,00000000
2951,2951,0,005c,1,0,1,0,0,00000054
2952,2952,0,0068,1,0,1,0,0,00000054
2953,2953,0,006c,1,0,1,0,0,00000000
2954,2954,0,0070,1,0,1,0,0,00000068
2955,2955,0,0070,1,0,1,0,0,00000068
2956,2956,0,0070,1,0,1,0,0,00000068
2957,2957,0,0074,1,0,1,0,0,0000006c
2958,2958,0,0078,1,0,1,0,0,00000070
2959,2959,0,007c,1,0,1,0,0,00000074
2960,2960,0,0080,1,0,1,0,0,00000078
2961,2961,0,0084,1,0,1,0,0,0000007c
2962,2962,0,0088,1,0,1,0,0,00000080
2963,2963,0,008c,1,0,1,0,0,00000084
2964,2964,0,0090,1,0,1,0,0,00000088
2965,2965,0,0090,1,0,1,0,0,00000088
2966,2966,0,0090,1,0,1,0,0,00000088
2967,2967,0,0094,1,0,1,0,0,0000008c
2968,2968,0,0094,1,0,1,0,0,0000008c
2969,2969,0,0098,1,0,1,0,0,00000090
2970,2970,0,009c,1,0,1,0,0,00000094
2971,2971,0,00a0,1,0,1,0,0,00000098
2972,2972,0,00a4,1,0,1,0,0,0000009c
2973,2973,0,00a8,1,0,1,0,0,000000a0
2974,2974,0,00ac,1,0,1,0,0,000000a4
2975,2975,0,00ac,1,0,1,0,0,000000a4
2976,2976,0,00ac,1,0,1,0,0,000000a4
2977,2977,0,00b0,1,0,1,0,0,000000a8
2978,2978,0,00b4,1,0,1,0,0,000000ac
2979,2979,0,0054,1,0,1,0,0,000000ac
2980,2980,0,0058,1,0,1,0,0,00000000
2981,2981,0,005c,1,0,1,0,0,00000054
2982,2982,0,0068,1,0,1,0,0,00000054
2983,2983,0,006c,1,0,1,0,0,00000000
2984,2984,0,0070,1,0,1,0,0,00000068
2985,2985,0,0070,1,0,1,0,0,00000068
2986,2986,0,0070,1,0,1,0,0,00000068
2987,2987,0,0074,1,0,1,0,0,0000006c
2988,2988,0,0078,1,0,1,0,0,00000070
2989,2989,0,007c,1,0,1,0,0,00000074
2990,2990,0,0080,1,0,1,0,0,00000078
2991,2991,0,0084,1,0,1,0,0,0000007c
2992,2992,0,0088,1,0,1,0,0,00000080
2993,2993,0,008c,1,0,1,0,0,00000084
2994,2994,0,0090,1,0,1,0,0,00000088
2995,2995,0,0090,1,0,1,0,0,00000088
2996,2996,0,0090,1,0,1,0,0,00000088
2997,2997,0,0094,1,0,1,0,0,0000008c
2998,2998,0,0094,1,0,1,0,0,0000008c
2999,2999,0,0098,1,0,1,0,0,00000090
3000,3000,0,009c,1,0,1,0,0,00000094
3001,3001,0,00a0,1,0,1,0,0,00000098
3002,3002,0,00a4,1,0,1,0,0,0000009c
3003,3003,0,00a8,1,0,1,0,0,000000a0
3004,3004,0,00ac,1,0,1,0,0,000000a4
3005,3005,0,00ac,1,0,1,0,0,000000a4
3006,3006,0,00ac,1,0,1,0,0,000000a4
3007,3007,0,00b0,1,0,1,0,0,000000a8
3008,3008,0,00b4,1,0,1,0,0,000000ac
3009,3009,0,0054,1,0,1,0,0,000000ac
3010,3010,0,0058,1,0,1,0,0,00000000
3011,3011,0,005c,1,0,1,0,0,00000054
3012,3012,0,0068,1,0,1,0,0,00000054
3013,3013,0,006c,1,0,1,0,0,00000000
3014,3014,0,0070,1,0,1,0,0,00000068
3015,3015,0,0070,1,0,1,0,0,00000068
3016,3016,0,0070,1,0,1,0,0,00000068
3017,3017,0,0074,1,0,1,0,0,0000006c
3018,3018,0,0078,1,0,1,0,0,00000070
3019,3019,0,007c,1,0,1,0,0,00000074
3020,3020,0,0080,1,0,1,0,0,00000078
3021,3021,0,0084,1,0,1,0,0,0000007c
3022,3022,0,0088,1,0,1,0,0,00000080
3023,3023,0,008c,1,0,1,0,0,00000084
3024,3024,0,0090,1,0,1,0,0,00000088
3025,3025,0,0090,1,0,1,0,0,00000088
3026,3026,0,0090,1,0,1,0,0,00000088
3027,3027,0,0094,1,0,1,0,0,0000008c
3028,3028,0,0094,1,0,1,0,0,0000008c
3029,3029,0,0098,1,0,1,0,0,00000090
3030,3030,0,009c,1,0,1,0,0,00000094
3031,3031,0,00a0,1,0,1,0,0,00000098
3032,3032,0,00a4,1,0,1,0,0,0000009c
3033,3033,0,00a8,1,0,1,0,0,000000a0
3034,3034,0,00ac,1,0,1,0,0,000000a4
3035,3035,0,00ac,1,0,1,0,0,000000a4
3036,3036,0,00ac,1,0,1,0,0,000000a4
3037,3037,0,00b0,1,0,1,0,0,000000a8
3038,3038,0,00b4,1,0,1,0,0,000000ac
3039,3039,0,0054,1,0,1,0,0,000000ac
3040,3040,0,0058,1,0,1,0,0,00000000
3041,3041,0,005c,1,0,1,0,0,00000054
3042,3042,0,0068,1,0,1,0,0,00000054
3043,3043,0,006c,1,0,1,0,0,00000000
3044,3044,0,0070,1,0,1,0,0,00000068
3045,3045,0,0070,1,0,1,0,0,00000068
3046,3046,0,0070,1,0,1,0,0,00000068
3047,3047,0,0074,1,0,1,0,0,0000006c
3048,3048,0,0078,1,0,1,0,0,00000070
3049,3049,0,007c,1,0,1,0,0,00000074
3050,3050,0,0080,1,0,1,0,0,00000078
3051,3051,0,0084,1,0,1,0,0,0000007c
3052,3052,0,0088,1,0,1,0,0,00000080
3053,3053,0,008c,1,0,1,0,0,00000084
3054,3054,0,0090,1,0,1,0,0,00000088
3055,3055,0,0090,1,0,1,0,0,00000088
3056,3056,0,0090,1,0,1,0,0,00000088
3057,3057,0,0094,1,0,1,0,0,0000008c
3058,3058,0,0094,1,0,1,0,0,0000008c
3059,3059,0,0098,1,0,1,0,0,00000090
3060,3060,0,009c,1,0,1,0,0,00000094
3061,3061,0,00a0,1,0,1,0,0,00000098
3062,3062,0,00a4,1,0,1,0,0,0000009c
3063,3063,0,00a8,1,0,1,0,0,000000a0
3064,3064,0,00ac,1,0,1,0,0,000000a4
3065,3065,0,00ac,1,0,1,0,0,000000a4
3066,3066,0,00ac,1,0,1,0,0,000000a4
3067,3067,0,00b0,1,0,1,0,0,000000a8
3068,3068,0,00b4,1,0,1,0,0,000000ac
3069,3069,0,0054,1,0,1,0,0,000000ac
3070,3070,0,0058,1,0,1,0,0,00000000
3071,3071,0,005c,1,0,1,0,0,00000054
3072,3072,0,0068,1,0,1,0,0,00000054
3073,3073,0,006c,1,0,1,0,0,00000000
3074,3074,0,0070,1,0,1,0,0,00000068
3075,3075,0,0070,1,0,1,0,0,00000068
3076,3076,0,0070,1,0,1,0,0,00000068
3077,3077,0,0074,1,0,1,0,0,0000006c
3078,3078,0,0078,1,0,1,0,0,00000070
3079,3079,0,007c,1,0,1,0,0,00000074
3080,3080,0,0080,1,0,1,0,0,00000078
3081,3081,0,0084,1,0,1,0,0,0000007c
3082,3082,0,0088,1,0,1,0,0,00000080
3083,3083,0,008c,1,0,1,0,0,00000084
3084,3084,0,0090,1,0,1,0,0,00000088
3085,3085,0,0090,1,0,1,0,0,00000088
3086,3086,0,0090,1,0,1,0,0,00000088
3087,3087,0,0094,1,0,1,0,0,0000008c
3088,3088,0,0094,1,0,1,0,0,0000008c
3089,3089,0,0098,1,0,1,0,0,00000090
3090,3090,0,009c,1,0,1,0,0,00000094
3091,3091,0,00a0,1,0,1,0,0,00000098
3092,3092,0,00a4,1,0,1,0,0,0000009c
3093,3093,0,00a8,1,0,1,0,0,000000a0
3094,3094,0,00ac,1,0,1,0,0,000000a4
3095,3095,0,00ac,1,0,1,0,0,000000a4
3096,3096,0,00ac,1,0,1,0,0,000000a4
3097,3097,0,00b0,1,0,1,0,0,000000a8
3098,3098,0,00b4,1,0,1,0,0,000000ac
3099,3099,0,0054,1,0,1,0,0,000000ac
3100,3100,0,0058,1,0,1,0,0,00000000
3101,3101,0,005c,1,0,1,0,0,00000054
3102,3102,0,0068,1,0,1,0,0,00000054
3103,3103,0,006c,1,0,1,0,0,00000000
3104,3104,0,0070,1,0,1,0,0,00000068
3105,3105,0,0070,1,0,1,0,0,00000068
3106,3106,0,0070,1,0,1,0,0,00000068
3107,3107,0,0074,1,0,1,0,0,0000006c
3108,3108,0,0078,1,0,1,0,0,00000070
3109,3109,0,007c,1,0,1,0,0,00000074
3110,3110,0,0080,1,0,1,0,0,00000078
3111,3111,0,0084,1,0,1,0,0,0000007c
3112,3112,0,0088,1,0,1,0,0,00000080
3113,3113,0,008c,1,0,1,0,0,00000084
3114,3114,0,0090,1,0,1,0,0,00000088
3115,3115,0,0090,1,0,1,0,0,00000088
3116,3116,0,0090,1,0,1,0,0,00000088
3117,3117,0,0094,1,0,1,0,0,0000008c
3118,3118,0,0094,1,0,1,0,0,0000008c
3119,3119,0,0098,1,0,1,0,0,00000090
3120,3120,0,009c,1,0,1,0,0,00000094
3121,3121,0,00a0,1,0,1,0,0,00000098
3122,3122,0,00a4,1,0,1,0,0,0000009c
3123,3123,0,00a8,1,0,1,0,0,000000a0
3124,3124,0,00ac,1,0,1,0,0,000000a4
3125,3125,0,00ac,1,0,1,0,0,000000a4
3126,3126,0,00ac,1,0,1,0,0,000000a4
3127,3127,0,00b0,1,0,1,0,0,000000a8
3128,3128,0,00b4,1,0,1,0,0,000000ac
3129,3129,0,0054,1,0,1,0,0,000000ac
3130,3130,0,0058,1,0,1,0,0,00000000
3131,3131,0,005c,1,0,1,0,0,00000054
3132,3132,0,0068,1,0,1,0,0,00000054
3133,3133,0,006c,1,0,1,0,0,00000000
3134,3134,0,0070,1,0,1,0,0,00000068
3135,3135,0,0070,1,0,1,0,0,00000068
3136,3136,0,0070,1,0,1,0,0,00000068
3137,3137,0,0074,1,0,1,0,0,0000006c
3138,3138,0,0078,1,0,1,0,0,00000070
3139,3139,0,007c,1,0,1,0,0,00000074
3140,3140,0,0080,1,0,1,0,0,00000078
3141,3141,0,0084,1,0,1,0,0,0000007c
3142,3142,0,0088,1,0,1,0,0,00000080
3143,3143,0,008c,1,0,1,0,0,00000084
3144,3144,0,0090,1,0,1,0,0,00000088
3145,3145,0,0090,1,0,1,0,0,00000088
3146,3146,0,0090,1,0,1,0,0,00000088
3147,3147,0,0094,1,0,1,0,0,0000008c
3148,3148,0,0094,1,0,1,0,0,0000008c
3149,3149,0,0098,1,0,1,0,0,00000090
3150,3150,0,009c,1,0,1,0,0,00000094
3151,3151,0,00a0,1,0,1,0,0,00000098
3152,3152,0,00a4,1,0,1,0,0,0000009c
3153,3153,0,00a8,1,0,1,0,0,000000a0
3154,3154,0,00ac,1,0,1,0,0,000000a4
3155,3155,0,00ac,1,0,1,0,0,000000a4
3156,3156,0,00ac,1,0,1,0,0,000000a4
3157,3157,0,00b0,1,0,1,0,0,000000a8
3158,3158,0,00b4,1,0,1,0,0,000000ac
3159,3159,0,0054,1,0,1,0,0,000000ac
3160,3160,0,0058,1,0,1,0,0,00000000
3161,3161,0,005c,1,0,1,0,0,00000054
3162,3162,0,0068,1,0,1,0,0,00000054
3163,3163,0,006c,1,0,1,0,0,00000000
3164,3164,0,0070,1,0,1,0,0,00000068
3165,3165,0,0070,1,0,1,0,0,00000068
3166,3166,0,0070,1,0,1,0,0,00000068
3167,3167,0,0074,1,0,1,0,0,0000006c
3168,3168,0,0078,1,0,1,0,0,00000070
3169,3169,0,007c,1,0,1,0,0,00000074
3170,3170,0,0080,1,0,1,0,0,00000078
3171,3171,0,0084,1,0,1,0,0,0000007c
3172,3172,0,0088,1,0,1,0,0,00000080
3173,3173,0,008c,1,0,1,0,0,00000084
3174,3174,0,0090,1,0,1,0,0,00000088
3175,3175,0,0090,1,0,1,0,0,00000088
3176,3176,0,0090,1,0,1,0,0,00000088
3177,3177,0,0094,1,0,1,0,0,0000008c
3178,3178,0,0094,1,0,1,0,0,0000008c
3179,3179,0,0098,1,0,1,0,0,00000090
3180,3180,0,009c,1,0,1,0,0,00000094
3181,3181,0,00a0,1,0,1,0,0,00000098
3182,3182,0,00a4,1,0,1,0,0,0000009c
3183,3183,0,00a8,1,0,1,0,0,000000a0
3184,3184,0,00ac,1,0,1,0,0,000000a4
3185,3185,0,00ac,1,0,1,0,0,000000a4
3186,3186,0,00ac,1,0,1,0,0,000000a4
3187,3187,0,00b0,1,0,1,0,0,000000a8
3188,3188,0,00b4,1,0,1,0,0,000000ac
3189,3189,0,0054,1,0,1,0,0,000000ac
3190,3190,0,0058,1,0,1,0,0,00000000
3191,3191,0,005c,1,0,1,0,0,00000054
3192,3192,0,0068,1,0,1,0,0,00000054
3193,3193,0,006c,1,0,1,0,0,00000000
3194,3194,0,0070,1,0,1,0,0,00000068
3195,3195,0,0070,1,0,1,0,0,00000068
3196,3196,0,0070,1,0,1,0,0,00000068
3197,3197,0,0074,1,0,1,0,0,0000006c
3198,3198,0,0078,1,0,1,0,0,00000070
3199,3199,0,007c,1,0,1,0,0,00000074
3200,3200,0,0080,1,0,1,0,0,00000078
3201,3201,0,0084,1,0,1,0,0,0000007c
3202,3202,0,0088,1,0,1,0,0,00000080
3203,3203,0,008c,1,0,1,0,0,00000084
3204,3204,0,0090,1,0,1,0,0,00000088
3205,3205,0,0090,1,0,1,0,0,00000088
3206,3206,0,0090,1,0,1,0,0,00000088
3207,3207,0,0094,1,0,1,0,0,0000008c
3208,3208,0,0094,1,0,1,0,0,0000008c
3209,3209,0,0098,1,0,1,0,0,00000090
3210,3210,0,009c,1,0,1,0,0,00000094
3211,3211,0,00a0,1,0,1,0,0,00000098
3212,3212,0,00a4,1,0,1,0,0,0000009c
3213,3213,0,00a8,1,0,1,0,0,000000a0
3214,3214,0,00ac,1,0,1,0,0,000000a4
3215,3215,0,00ac,1,0,1,0,0,000000a4
3216,3216,0,00ac,1,0,1,0,0,000000a4
3217,3217,0,00b0,1,0,1,0,0,000000a8
3218,3218,0,00b4,1,0,1,0,0,000000ac
3219,3219,0,0054,1,0,1,0,0,000000ac
3220,3220,0,0058,1,0,1,0,0,00000000
3221,3221,0,005c,1,0,1,0,0,00000054
3222,3222,0,0068,1,0,1,0,0,00000054
3223,3223,0,006c,1,0,1,0,0,00000000
3224,3224,0,0070,1,0,1,0,0,00000068
3225,3225,0,0070,1,0,1,0,0,00000068
3226,3226,0,0070,1,0,1,0,0,00000068
3227,3227,0,0074,1,0,1,0,0,0000006c
3228,3228,0,0078,1,0,1,0,0,00000070
3229,3229,0,007c,1,0,1,0,0,00000074
3230,3230,0,0080,1,0,1,0,0,00000078
3231,3231,0,0084,1,0,1,0,0,0000007c
3232,3232,0,0088,1,0,1,0,0,00000080
3233,3233,0,008c,1,0,1,0,0,00000084
3234,3234,0,0090,1,0,1,0,0,00000088
3235,3235,0,0090,1,0,1,0,0,00000088
3236,3236,0,0090,1,0,1,0,0,00000088
3237,3237,0,0094,1,0,1,0,0,0000008c
3238,3238,0,0094,1,0,1,0,0,0000008c
3239,3239,0,0098,1,0,1,0,0,00000090
3240,3240,0,009c,1,0,1,0,0,00000094
3241,3241,0,00a0,1,0,1,0,0,00000098
3242,3242,0,00a4,1,0,1,0,0,0000009c
3243,3243,0,00a8,1,0,1,0,0,000000a0
3244,3244,0,00ac,1,0,1,0,0,000000a4
3245,3245,0,00ac,1,0,1,0,0,000000a4
3246,3246,0,00ac,1,0,1,0,0,000000a4
3247,3247,0,00b0,1,0,1,0,0,000000a8
3248,3248,0,00b4,1,0,1,0,0,000000ac
3249,3249,0,0054,1,0,1,0,0,000000ac
3250,3250,0,0058,1,0,1,0,0,00000000
3251,3251,0,005c,1,0,1,0,0,00000054
3252,3252,0,0068,1,0,1,0,0,00000054
3253,3253,0,006c,1,0,1,0,0,00000000
3254,3254,0,0070,1,0,1,0,0,00000068
3255,3255,0,0070,1,0,1,0,0,00000068
3256,3256,0,0070,1,0,1,0,0,00000068
3257,3257,0,0074,1,0,1,0,0,0000006c
3258,3258,0,0078,1,0,1,0,0,00000070
3259,3259,0,007c,1,0,1,0,0,00000074
3260,3260,0,0080,1,0,1,0,0,00000078
3261,3261,0,0084,1,0,1,0,0,0000007c
3262,3262,0,0088,1,0,1,0,0,00000080
3263,3263,0,008c,1,0,1,0,0,00000084
3264,3264,0,0090,1,0,1,0,0,00000088
3265,3265,0,0090,1,0,1,0,0,00000088
3266,3266,0,0090,1,0,1,0,0,00000088
3267,3267,0,0094,1,0,1,0,0,0000008c
3268,3268,0,0094,1,0,1,0,0,0000008c
3269,3269,0,0098,1,0,1,0,0,00000090
3270,3270,0,009c,1,0,1,0,0,00000094
3271,3271,0,00a0,1,0,1,0,0,00000098
3272,3272,0,00a4,1,0,1,0,0,0000009c
3273,3273,0,00a8,1,0,1,0,0,000000a0
3274,3274,0,00ac,1,0,1,0,0,000000a4
3275,3275,0,00ac,1,0,1,0,0,000000a4
3276,3276,0,00ac,1,0,1,0,0,000000a4
3277,3277,0,00b0,1,0,1,0,0,000000a8
3278,3278,0,00b4,1,0,1,0,0,000000ac
3279,3279,0,0054,1,0,1,0,0,000000ac
3280,3280,0,0058,1,0,1,0,0,00000000
3281,3281,0,005c,1,0,1,0,0,00000054
3282,3282,0,0068,1,0,1,0,0,00000054
3283,3283,0,006c,1,0,1,0,0,00000000
3284,3284,0,0070,1,0,1,0,0,00000068
3285,3285,0,0070,1,0,1,0,0,00000068
3286,3286,0,0070,1,0,1,0,0,00000068
3287,3287,0,0074,1,0,1,0,0,0000006c
3288,3288,0,0078,1,0,1,0,0,00000070
3289,3289,0,007c,1,0,1,0,0,00000074
3290,3290,0,0080,1,0,1,0,0,00000078
3291,3291,0,0084,1,0,1,0,0,0000007c
3292,3292,0,0088,1,0,1,0,0,00000080
3293,3293,0,008c,1,0,1,0,0,00000084
3294,3294,0,0090,1,0,1,0,0,00000088
3295,3295,0,0090,1,0,1,0,0,00000088
3296,3296,0,0090,1,0,1,0,0,00000088
3297,3297,0,0094,1,0,1,0,0,0000008c
3298,3298,0,0094,1,0,1,0,0,0000008c
3299,3299,0,0098,1,0,1,0,0,00000090
3300,3300,0,009c,1,0,1,0,0,00000094
3301,3301,0,00a0,1,0,1,0,0,00000098
3302,3302,0,00a4,1,0,1,0,0,0000009c
3303,3303,0,00a8,1,0,1,0,0,000000a0
3304,3304,0,00ac,1,0,1,0,0,000000a4
3305,3305,0,00ac,1,0,1,0,0,000000a4
3306,3306,0,00ac,1,0,1,0,0,000000a4
3307,3307,0,00b0,1,0,1,0,0,000000a8
3308,3308,0,00b4,1,0,1,0,0,000000ac
3309,3309,0,0054,1,0,1,0,0,000000ac
3310,3310,0,0058,1,0,1,0,0,00000000
3311,3311,0,005c,1,0,1,0,0,00000054
3312,3312,0,0068,1,0,1,0,0,00000054
3313,3313,0,006c,1,0,1,0,0,00000000
3314,3314,0,0070,1,0,1,0,0,00000068
3315,3315,0,0070,1,0,1,0,0,00000068
3316,3316,0,0070,1,0,1,0,0,00000068
3317,3317,0,0074,1,0,1,0,0,0000006c
3318,3318,0,0078,1,0,1,0,0,00000070
3319,3319,0,007c,1,0,1,0,0,00000074
3320,3320,0,0080,1,0,1,0,0,00000078
3321,3321,0,0084,1,0,1,0,0,0000007c
3322,3322,0,0088,1,0,1,0,0,00000080
3323,3323,0,008c,1,0,1,0,0,00000084
3324,3324,0,0090,1,0,1,0,0,00000088
3325,3325,0,0090,1,0,1,0,0,00000088
3326,3326,0,0090,1,0,1,0,0,00000088
3327,3327,0,0094,1,0,1,0,0,0000008c
3328,3328,0,0094,1,0,1,0,0,0000008c
3329,3329,0,0098,1,0,1,0,0,00000090
3330,3330,0,009c,1,0,1,0,0,00000094
3331,3331,0,00a0,1,0,1,0,0,00000098
3332,3332,0,00a4,1,0,1,0,0,0000009c
3333,3333,0,00a8,1,0,1,0,0,000000a0
3334,3334,0,00ac,1,0,1,0,0,000000a4
3335,3335,0,00ac,1,0,1,0,0,000000a4
3336,3336,0,00ac,1,0,1,0,0,000000a4
3337,3337,0,00b0,1,0,1,0,0,000000a8
3338,3338,0,00b4,1,0,1,0,0,000000ac
3339,3339,0,0054,1,0,1,0,0,000000ac
3340,3340,0,0058,1,0,1,0,0,00000000
3341,3341,0,005c,1,0,1,0,0,00000054
3342,3342,0,0068,1,0,1,0,0,00000054
3343,3343,0,006c,1,0,1,0,0,00000000
3344,3344,0,0070,1,0,1,0,0,00000068
3345,3345,0,0070,1,0,1,0,0,00000068
3346,3346,0,0070,1,0,1,0,0,00000068
3347,3347,0,0074,1,0,1,0,0,0000006c
3348,3348,0,0078,1,0,1,0,0,00000070
3349,3349,0,007c,1,0,1,0,0,00000074
3350,3350,0,0080,1,0,1,0,0,00000078
3351,3351,0,0084,1,0,1,0,0,0000007c
3352,3352,0,0088,1,0,1,0,0,00000080
3353,3353,0,008c,1,0,1,0,0,00000084
3354,3354,0,0090,1,0,1,0,0,00000088
3355,3355,0,0090,1,0,1,0,0,00000088
3356,3356,0,0090,1,0,1,0,0,00000088
3357,3357,0,0094,1,0,1,0,0,0000008c
3358,3358,0,0094,1,0,1,0,0,0000008c
3359,3359,0,0098,1,0,1,0,0,00000090
3360,3360,0,009c,1,0,1,0,0,00000094
3361,3361,0,00a0,1,0,1,0,0,00000098
3362,3362,0,00a4,1,0,1,0,0,0000009c
3363,3363,0,00a8,1,0,1,0,0,000000a0
3364,3364,0,00ac,1,0,1,0,0,000000a4
3365,3365,0,00ac,1,0,1,0,0,000000a4
3366,3366,0,00ac,1,0,1,0,0,000000a4
3367,3367,0,00b0,1,0,1,0,0,000000a8
3368,3368,0,00b4,1,0,1,0,0,000000ac
3369,3369,0,0054,1,0,1,0,0,000000ac
3370,3370,0,0058,1,0,1,0,0,00000000
3371,3371,0,005c,1,0,1,0,0,00000054
3372,3372,0,0068,1,0,1,0,0,00000054
3373,3373,0,006c,1,0,1,0,0,00000000
3374,3374,0,0070,1,0,1,0,0,00000068
3375,3375,0,0070,1,0,1,0,0,00000068
3376,3376,0,0070,1,0,1,0,0,00000068
3377,3377,0,0074,1,0,1,0,0,0000006c
3378,3378,0,0078,1,0,1,0,0,00000070
3379,3379,0,007c,1,0,1,0,0,00000074
3380,3380,0,0080,1,0,1,0,0,00000078
3381,3381,0,0084,1,0,1,0,0,0000007c
3382,3382,0,0088,1,0,1,0,0,00000080
3383,3383,0,008c,1,0,1,0,0,00000084
3384,3384,0,0090,1,0,1,0,0,00000088
3385,3385,0,0090,1,0,1,0,0,00000088
3386,3386,0,0090,1,0,1,0,0,00000088
3387,3387,0,0094,1,0,1,0,0,0000008c
3388,3388,0,0094,1,0,1,0,0,0000008c
3389,3389,0,0098,1,0,1,0,0,00000090
3390,3390,0,009c,1,0,1,0,0,00000094
3391,3391,0,00a0,1,0,1,0,0,00000098
3392,3392,0,00a4,1,0,1,0,0,0000009c
3393,3393,0,00a8,1,0,1,0,0,000000a0
3394,3394,0,00ac,1,0,1,0,0,000000a4
3395,3395,0,00ac,1,0,1,0,0,000000a4
3396,3396,0,00ac,1,0,1,0,0,000000a4
3397,3397,0,00b0,1,0,1,0,0,000000a8
3398,3398,0,00b4,1,0,1,0,0,000000ac
3399,3399,0,0054,1,0,1,0,0,000000ac
3400,3400,0,0058,1,0,1,0,0,00000000
3401,3401,0,005c,1,0,1,0,0,00000054
3402,3402,0,0068,1,0,1,0,0,00000054
3403,3403,0,006c,1,0,1,0,0,00000000
3404,3404,0,0070,1,0,1,0,0,00000068
3405,3405,0,0070,1,0,1,0,0,00000068
3406,3406,0,0070,1,0,1,0,0,00000068
3407,3407,0,0074,1,0,1,0,0,0000006c
3408,3408,0,0078,1,0,1,0,0,00000070
3409,3409,0,007c,1,0,1,0,0,00000074
3410,3410,0,0080,1,0,1,0,0,00000078
3411,3411,0,0084,1,0,1,0,0,0000007c
3412,3412,0,0088,1,0,1,0,0,00000080
3413,3413,0,008c,1,0,1,0,0,00000084
3414,3414,0,0090,1,0,1,0,0,00000088
3415,3415,0,0090,1,0,1,0,0,00000088
3416,3416,0,0090,1,0,1,0,0,00000088
3417,3417,0,0094,1,0,1,0,0,0000008c
3418,3418,0,0094,1,0,1,0,0,0000008c
3419,3419,0,0098,1,0,1,0,0,00000090
3420,3420,0,009c,1,0,1,0,0,00000094
3421,3421,0,00a0,1,0,1,0,0,00000098
